"Date","Price","Open","High","Low","Vol.","Change %"
"05/19/2020","147.32","144.06","147.82","144.06","","2.68%"
"05/18/2020","143.48","142.09","143.69","141.83","","1.20%"
"05/15/2020","141.78","139.30","142.15","139.08","","1.78%"
"05/14/2020","139.30","142.96","143.30","138.58","","-2.55%"
"05/13/2020","142.95","146.05","146.31","142.43","","-2.12%"
"05/12/2020","146.05","148.13","148.48","145.84","","-1.36%"
"05/11/2020","148.06","152.07","153.17","148.05","","-2.64%"
"05/08/2020","152.07","149.78","152.45","149.02","","1.56%"
"05/07/2020","149.74","148.86","150.23","147.33","","0.59%"
"05/06/2020","148.86","152.32","153.05","148.58","","-2.27%"
"05/05/2020","152.31","155.31","157.57","151.99","","-1.84%"
"05/04/2020","155.16","157.08","159.29","154.35","","-1.29%"
"04/30/2020","157.19","159.06","159.41","154.46","","-1.11%"
"04/29/2020","158.95","161.89","163.68","158.48","","-1.81%"
"04/28/2020","161.88","164.18","165.30","161.28","","-1.41%"
"04/27/2020","164.20","159.08","164.45","159.01","","3.32%"
"04/24/2020","158.92","162.98","163.08","158.78","","-2.57%"
"04/23/2020","163.11","160.09","163.30","160.09","","1.89%"
"04/22/2020","160.09","158.14","164.01","157.41","","1.19%"
"04/21/2020","158.20","152.75","159.71","152.49","","3.46%"
"04/20/2020","152.91","149.70","153.00","148.88","","2.35%"
"04/17/2020","149.40","145.15","150.59","145.15","","2.97%"
"04/16/2020","145.09","143.04","146.52","143.04","","1.49%"
"04/15/2020","142.96","145.76","145.85","142.22","","-2.00%"
"04/14/2020","145.88","140.70","146.22","140.70","","3.68%"
"04/08/2020","140.70","140.95","142.58","138.91","","-0.18%"
"04/07/2020","140.95","140.85","143.63","140.19","","0.16%"
"04/06/2020","140.73","136.77","143.29","136.60","","2.95%"
"04/03/2020","136.70","142.83","143.18","134.88","","-4.22%"
"04/02/2020","142.73","148.09","148.51","141.57","","-3.58%"
"04/01/2020","148.03","146.90","148.74","143.40","","0.77%"
"03/31/2020","146.90","145.33","151.69","143.91","","1.13%"
"03/30/2020","145.26","134.35","145.26","134.33","","8.47%"
"03/27/2020","133.92","132.85","136.01","132.85","","0.78%"
"03/26/2020","132.88","132.89","133.13","129.09","","-0.02%"
"03/25/2020","132.90","129.53","134.10","129.10","","2.84%"
"03/24/2020","129.23","122.60","130.37","122.60","","5.77%"
"03/23/2020","122.18","129.91","129.91","121.93","","-6.09%"
"03/20/2020","130.11","126.83","134.56","126.83","","2.76%"
"03/19/2020","126.62","125.72","131.69","123.65","","0.76%"
"03/18/2020","125.67","131.93","132.28","124.13","","-4.74%"
"03/17/2020","131.93","135.73","138.19","131.36","","-2.80%"
"03/16/2020","135.73","146.19","146.44","128.65","","-6.55%"
"03/13/2020","145.24","137.40","148.57","137.00","","5.89%"
"03/12/2020","137.16","146.48","146.48","133.18","","-6.32%"
"03/11/2020","146.42","146.25","153.57","146.25","","0.12%"
"03/10/2020","146.25","140.26","149.50","140.26","","4.29%"
"03/09/2020","140.24","148.96","148.96","131.88","","-6.20%"
"03/06/2020","149.51","156.32","156.32","146.84","","-4.31%"
"03/05/2020","156.24","165.28","168.10","155.70","","-5.30%"
"03/04/2020","164.98","171.11","171.11","163.76","","-3.58%"
"03/03/2020","171.11","167.44","173.26","167.44","","2.38%"
"03/02/2020","167.14","166.40","174.31","165.13","","0.44%"
"02/28/2020","166.40","160.44","168.12","158.12","","3.61%"
"02/27/2020","160.61","169.55","170.18","160.39","","-5.29%"
"02/26/2020","169.58","171.02","171.02","165.59","","-0.95%"
"02/25/2020","171.21","171.84","173.56","170.00","","-0.38%"
"02/24/2020","171.87","184.18","184.18","171.33","","-6.73%"
"02/21/2020","184.27","187.12","187.75","183.70","","-1.52%"
"02/20/2020","187.12","187.74","189.38","187.08","","-0.32%"
"02/19/2020","187.73","186.48","188.26","186.00","","0.67%"
"02/18/2020","186.48","186.40","186.50","184.37","","-0.12%"
"02/17/2020","186.70","186.48","189.81","186.12","","0.17%"
"02/14/2020","186.38","187.25","188.97","185.71","","-0.46%"
"02/13/2020","187.25","189.74","189.82","185.61","","-1.44%"
"02/12/2020","189.98","190.72","191.68","187.98","","-0.39%"
"02/11/2020","190.72","183.55","191.42","183.44","","3.96%"
"02/10/2020","183.46","183.50","184.49","181.06","","0.01%"
"02/07/2020","183.44","191.65","192.08","182.70","","-4.28%"
"02/06/2020","191.64","193.46","196.33","191.32","","-0.94%"
"02/05/2020","193.46","191.46","194.28","190.71","","1.07%"
"02/04/2020","191.41","194.83","197.34","190.55","","-1.77%"
"02/03/2020","194.85","196.57","196.57","191.02","","-0.92%"
"01/31/2020","196.66","199.91","201.41","196.15","","-1.63%"
"01/30/2020","199.91","204.92","204.93","199.76","","-2.44%"
"01/29/2020","204.92","202.02","206.42","202.02","","1.47%"
"01/28/2020","201.95","200.87","203.03","199.79","","0.53%"
"01/27/2020","200.88","209.23","209.23","198.98","","-4.25%"
"01/24/2020","209.79","209.93","212.28","209.12","","0.02%"
"01/23/2020","209.75","218.91","218.91","208.67","","-4.21%"
"01/22/2020","218.98","220.74","221.82","218.65","","-0.78%"
"01/21/2020","220.71","219.35","221.19","217.92","","0.61%"
"01/20/2020","219.38","221.01","221.66","218.65","","-0.69%"
"01/17/2020","220.91","218.16","221.16","218.11","","1.26%"
"01/16/2020","218.16","217.91","218.69","216.11","","0.07%"
"01/15/2020","218.01","223.30","223.37","217.44","","-2.36%"
"01/14/2020","223.28","225.19","226.29","222.79","","-0.87%"
"01/13/2020","225.23","225.60","226.93","224.47","","-0.16%"
"01/10/2020","225.60","224.37","227.36","224.27","","0.55%"
"01/09/2020","224.37","223.52","225.16","223.04","","0.57%"
"01/08/2020","223.10","222.60","224.40","222.03","","0.24%"
"01/07/2020","222.57","221.13","223.48","221.04","","0.65%"
"01/06/2020","221.13","225.41","226.37","219.40","","-1.89%"
"01/03/2020","225.39","220.70","225.99","220.70","","2.13%"
"01/02/2020","220.70","213.92","221.90","213.92","","3.22%"
